Ga01g00003	7.15616438356164
Ga01g00005	6.77704918032787
Ga01g00009	5.44034818228367
Ga01g00010	5.47156865468485
Ga01g00013	5.88713318284424
Ga01g00016	3.78771615980918
Ga01g00017	10.791528987684
Ga01g00018	3.70713330902904
Ga01g00022	5.54402113344616
Ga01g00023	3.3121822249339
Ga01g00024	7.52718676122931
Ga01g00027	3.3853550295858
Ga01g00028	2.33282616964625
Ga01g00033	5.75211647344298
Ga01g00034	3.9344262295082
Ga01g00035	2.98210735586481
Ga01g00036	9.55394431554524
Ga01g00038	4.7035595105673
Ga01g00041	8.54026845637584
Ga01g00042	3.19960079840319
Ga01g00044	3.81846153846154
Ga01g00045	7.26950579290369
Ga01g00046	5.86507936507937
Ga01g00052	7.12485082162857
Ga01g00054	7.18400186567164
Ga01g00056	3.26931270321785
Ga01g00059	2.70315667535476
Ga01g00062	8.00861511953478
Ga01g00063	9.3639846743295
Ga01g00064	5.47850678733032
Ga01g00067	4.04149991299809
Ga01g00069	7.28451380552221
Ga01g00074	4.49107142857143
Ga01g00080	5.95202729827379
Ga01g00081	3.60708702449192
Ga01g00082	4.09333165997323
Ga01g00083	6.29131578947368
Ga01g00086	4.5158507360493
Ga01g00088	5.7709049255441
Ga01g00091	4.64160401002506
Ga01g00092	2.79948253557568
Ga01g00094	2.38640776699029
Ga01g00095	7.68303571428571
Ga01g00096	6.20629139072848
Ga01g00098	5.76778242677824
Ga01g00107	7.37045008848711
Ga01g00108	3.41816623821765
Ga01g00110	4.80349840981372
Ga01g00113	2.22051282051282
Ga01g00118	2.02731855586033
Ga01g00119	11.4621329211747
Ga01g00120	11.4621329211747
Ga01g00121	4.30685618729097
Ga01g00123	2.98550724637681
Ga01g00124	5.85514320812052
Ga01g00128	5.3329747175901
Ga01g00133	5.50825471698113
Ga01g00151	2.44439117929051
Ga01g00152	4.99204328453215
Ga01g00153	10.9574351479722
Ga01g00154	2.06057222609909
Ga01g00155	5.45805265156815
Ga01g00156	5.62494586401039
Ga01g00157	3.08602771362587
Ga01g00158	6.4993932038835
Ga01g00159	3.22605055546611
Ga01g00160	4.81799650553291
Ga01g00161	5.12504517528009
Ga01g00162	6.67789373814042
Ga01g00163	2.37039847130894
Ga01g00167	6.18453300381011
Ga01g00170	9.60672514619883
Ga01g00171	5.13964421176345
Ga01g00172	2.62694300518135
Ga01g00173	7.04362050163577
Ga01g00174	4.22842438638163
